Iteration: 0 | Loss: 234.375 | Current Suffix:!!!!!!!!!!! 
Iteration: 180 | Loss: -0.08984375 | Current Suffix: Ryu US captcha
Iteration: 181 | Loss: -0.1171875 | Current Suffix: Ryu commercial captcha
Iteration: 182 | Loss: -0.1171875 | Current Suffix: broch commercial captcha
Iteration: 183 | Loss: -0.1015625 | Current Suffix: Sergei commercial captcha
Iteration: 184 | Loss: -0.1171875 | Current Suffix: broch commercial captcha
Iteration: 185 | Loss: -0.10546875 | Current Suffix: Doct commercial captcha
Iteration: 186 | Loss: -0.0703125 | Current Suffix: Doct ISS captcha
Iteration: 187 | Loss: -0.06640625 | Current Suffix: appropriation ISS captcha
Iteration: 188 | Loss: -0.07421875 | Current Suffix: appropriationitol captcha
Iteration: 189 | Loss: -0.07421875 | Current Suffix: appropriation Jarrett captcha
Iteration: 190 | Loss: -0.0859375 | Current Suffix: Radiant Jarrett captcha
Iteration: 191 | Loss: -0.08203125 | Current Suffix: Ame Jarrett captcha
Iteration: 192 | Loss: -0.08203125 | Current Suffix: Ame Pruitt captcha
Iteration: 193 | Loss: -0.08984375 | Current Suffix: Ame Metropolitan captcha
Iteration: 194 | Loss: -0.09765625 | Current Suffix: Nanto Metropolitan captcha
Iteration: 195 | Loss: -0.1015625 | Current Suffix:akuya Metropolitan captcha
Iteration: 196 | Loss: -0.08984375 | Current Suffix: paranoia Metropolitan captcha
Iteration: 197 | Loss: -0.08984375 | Current Suffix:tern Metropolitan captcha
Iteration: 198 | Loss: -0.06640625 | Current Suffix:ploma Metropolitan captcha
Iteration: 199 | Loss: -0.09765625 | Current Suffix: ammo Metropolitan captcha
Iteration: 200 | Loss: -0.11328125 | Current Suffix: fol Metropolitan captcha
Iteration: 201 | Loss: -0.09765625 | Current Suffix: fol MGM captcha
Iteration: 202 | Loss: -0.08984375 | Current Suffix: fol Donovan captcha
Iteration: 203 | Loss: -0.10546875 | Current Suffix: fol Trotsky captcha
Iteration: 204 | Loss: -0.13671875 | Current Suffix: fol testified captcha
Iteration: 205 | Loss: -0.1484375 | Current Suffix: fol Bolshevik captcha
Iteration: 206 | Loss: -0.0859375 | Current Suffix: Qing Bolshevik captcha
Iteration: 207 | Loss: -0.1015625 | Current Suffix: CODE Bolshevik captcha
Iteration: 208 | Loss: -0.10546875 | Current Suffix: UNITED Bolshevik captcha
Iteration: 209 | Loss: -0.09765625 | Current Suffix: Patriarch Bolshevik captcha
Iteration: 210 | Loss: -0.09375 | Current Suffix: Pai Bolshevik captcha
Iteration: 211 | Loss: -0.12109375 | Current Suffix: Cheng Bolshevik captcha
Iteration: 212 | Loss: -0.09375 | Current Suffix: verses Bolshevik captcha
Iteration: 213 | Loss: -0.140625 | Current Suffix: European Bolshevik captcha
Iteration: 214 | Loss: -0.1171875 | Current Suffix: Temple Bolshevik captcha
Iteration: 215 | Loss: -0.09765625 | Current Suffix: idols Bolshevik captcha
Iteration: 216 | Loss: -0.08203125 | Current Suffix: Hindus Bolshevik captcha
Iteration: 217 | Loss: -0.1015625 | Current Suffix:oks Bolshevik captcha
Iteration: 218 | Loss: -0.11328125 | Current Suffix: fishes Bolshevik captcha
Iteration: 219 | Loss: -0.09375 | Current Suffix: Buk Bolshevik captcha
Iteration: 220 | Loss: -0.1328125 | Current Suffix: Buk keyword captcha
Iteration: 221 | Loss: -0.1328125 | Current Suffix: Britons keyword captcha
Iteration: 222 | Loss: -0.10546875 | Current Suffix: Hollande keyword captcha
Iteration: 223 | Loss: -0.15234375 | Current Suffix:psey keyword captcha
Iteration: 224 | Loss: -0.1171875 | Current Suffix:viol keyword captcha
Iteration: 225 | Loss: -0.125 | Current Suffix: Piano keyword captcha
Iteration: 226 | Loss: -0.08984375 | Current Suffix:yan keyword captcha
Iteration: 227 | Loss: -0.1640625 | Current Suffix: Xi keyword captcha
Iteration: 228 | Loss: -0.1328125 | Current Suffix:emouth keyword captcha
Iteration: 229 | Loss: -0.15625 | Current Suffix: Seymour keyword captcha
Iteration: 230 | Loss: -0.1171875 | Current Suffix: defic keyword captcha
Iteration: 231 | Loss: -0.12890625 | Current Suffix: fam keyword captcha
Iteration: 232 | Loss: -0.05078125 | Current Suffix: fam sidx captcha
Iteration: 233 | Loss: -0.0859375 | Current Suffix:ometown sidx captcha
Iteration: 234 | Loss: -0.09375 | Current Suffix:ometowngit captcha
Iteration: 235 | Loss: -0.0859375 | Current Suffix:ometown subtitles captcha
Iteration: 236 | Loss: -0.08984375 | Current Suffix:agall subtitles captcha
Iteration: 237 | Loss: -0.08203125 | Current Suffix: evid subtitles captcha
Iteration: 238 | Loss: -0.1015625 | Current Suffix: Ern subtitles captcha
Iteration: 239 | Loss: -0.0703125 | Current Suffix: Ern Miko captcha
Iteration: 240 | Loss: -0.1015625 | Current Suffix: Ern Releases captcha
Iteration: 241 | Loss: -0.078125 | Current Suffix: ErnCN captcha
Iteration: 242 | Loss: -0.0859375 | Current Suffix: Ern Mandarin captcha
Iteration: 243 | Loss: -0.1015625 | Current Suffix: Ern Qing captcha
Iteration: 244 | Loss: -0.07421875 | Current Suffix: Ern USSR captcha
Iteration: 245 | Loss: -0.08203125 | Current Suffix: Ern Treasury captcha
Iteration: 246 | Loss: -0.109375 | Current Suffix: Ern FIA captcha
Iteration: 247 | Loss: -0.078125 | Current Suffix: Ern++++++++ captcha
Iteration: 248 | Loss: -0.1015625 | Current Suffix: Ern SUN captcha
Iteration: 249 | Loss: -0.13671875 | Current Suffix:ocytes SUN captcha
Iteration: 250 | Loss: -0.109375 | Current Suffix: synagogue SUN captcha
Iteration: 251 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 252 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 253 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 254 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 255 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 256 | Loss: -0.12890625 | Current Suffix: anthology Nou captcha
Iteration: 257 | Loss: -0.12890625 | Current Suffix: Mansion Nou captcha
Iteration: 258 | Loss: -0.0859375 | Current Suffix: Meier Nou captcha
Iteration: 259 | Loss: -0.1640625 | Current Suffix: temple Nou captcha
Iteration: 260 | Loss: -0.1328125 | Current Suffix: Leica Nou captcha
Iteration: 261 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 262 | Loss: -0.12109375 | Current Suffix: Telecom Nou captcha
Iteration: 263 | Loss: -0.11328125 | Current Suffix: FDR Nou captcha
Iteration: 264 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 265 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 266 | Loss: -0.12109375 | Current Suffix: Telecom Nou captcha
Iteration: 267 | Loss: -0.11328125 | Current Suffix: FDR Nou captcha
Iteration: 268 | Loss: -0.13671875 | Current Suffix: Claus Nou captcha
Iteration: 269 | Loss: -0.11328125 | Current Suffix: Archangel Nou captcha
Iteration: 270 | Loss: -0.11328125 | Current Suffix: Trance Nou captcha
Iteration: 271 | Loss: -0.125 | Current Suffix: Neutral Nou captcha
Iteration: 272 | Loss: -0.1171875 | Current Suffix: Kirin Nou captcha
Iteration: 273 | Loss: -0.1171875 | Current Suffix: Smithsonian Nou captcha
Iteration: 274 | Loss: -0.12109375 | Current Suffix:vision Nou captcha
Iteration: 275 | Loss: -0.12109375 | Current Suffix: Nikon Nou captcha
Iteration: 276 | Loss: -0.125 | Current Suffix:inese Nou captcha
Iteration: 277 | Loss: -0.11328125 | Current Suffix: 2100 Nou captcha
Iteration: 278 | Loss: -0.12890625 | Current Suffix: Kamp Nou captcha
Iteration: 279 | Loss: -0.109375 | Current Suffix: Halls Nou captcha
Iteration: 280 | Loss: -0.10546875 | Current Suffix:amiya Nou captcha
Iteration: 281 | Loss: -0.14453125 | Current Suffix: Kyoto Nou captcha
Iteration: 282 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 283 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 284 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 285 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 286 | Loss: -0.1171875 | Current Suffix: CG Nou captcha
Iteration: 287 | Loss: -0.14453125 | Current Suffix: Tan Nou captcha
Iteration: 288 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 289 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 290 | Loss: -0.15234375 | Current Suffix: Univ Nou captcha
Iteration: 291 | Loss: -0.16015625 | Current Suffix: ESA Nou captcha
Iteration: 292 | Loss: -0.140625 | Current Suffix: 1937 Nou captcha
Iteration: 293 | Loss: -0.14453125 | Current Suffix: Springer Nou captcha
Iteration: 294 | Loss: -0.12890625 | Current Suffix:Net Nou captcha
Iteration: 295 | Loss: -0.12890625 | Current Suffix: Qing Nou captcha
Iteration: 296 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 297 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 298 | Loss: -0.12109375 | Current Suffix: Telecom Nou captcha
Iteration: 299 | Loss: -0.125 | Current Suffix: 1944 Nou captcha
Iteration: 300 | Loss: -0.14453125 | Current Suffix: Springer Nou captcha
Iteration: 301 | Loss: -0.1015625 | Current Suffix:istani Nou captcha
Iteration: 302 | Loss: -0.1328125 | Current Suffix: Leica Nou captcha
Iteration: 303 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 304 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 305 | Loss: -0.15234375 | Current Suffix: Univ Nou captcha
Iteration: 306 | Loss: -0.16015625 | Current Suffix: ESA Nou captcha
Iteration: 307 | Loss: -0.140625 | Current Suffix: 1937 Nou captcha
Iteration: 308 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 309 | Loss: -0.11328125 | Current Suffix: Trance Nou captcha
Iteration: 310 | Loss: -0.11328125 | Current Suffix: Gutenberg Nou captcha
Iteration: 311 | Loss: -0.14453125 | Current Suffix: Kyoto Nou captcha
Iteration: 312 | Loss: -0.109375 | Current Suffix: 1942 Nou captcha
Iteration: 313 | Loss: -0.14453125 | Current Suffix: Springer Nou captcha
Iteration: 314 | Loss: -0.12890625 | Current Suffix:Net Nou captcha
Iteration: 315 | Loss: -0.109375 | Current Suffix: Hess Nou captcha
Iteration: 316 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 317 | Loss: -0.10546875 | Current Suffix: Lumpur Nou captcha
Iteration: 318 | Loss: -0.11328125 | Current Suffix: HW Nou captcha
Iteration: 319 | Loss: -0.125 | Current Suffix:inese Nou captcha
Iteration: 320 | Loss: -0.11328125 | Current Suffix: 2100 Nou captcha
Iteration: 321 | Loss: -0.12890625 | Current Suffix: Qing Nou captcha
Iteration: 322 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 323 | Loss: -0.10546875 | Current Suffix: Lumpur Nou captcha
Iteration: 324 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 325 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 326 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 327 | Loss: -0.12109375 | Current Suffix: alk Nou captcha
Iteration: 328 | Loss: -0.1328125 | Current Suffix: Leica Nou captcha
Iteration: 329 | Loss: -0.11328125 | Current Suffix:ranged Nou captcha
Iteration: 330 | Loss: -0.09765625 | Current Suffix: Photoshop Nou captcha
Iteration: 331 | Loss: -0.12109375 | Current Suffix: Sov Nou captcha
Iteration: 332 | Loss: -0.1328125 | Current Suffix: Leica Nou captcha
Iteration: 333 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 334 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 335 | Loss: -0.1328125 | Current Suffix: Leica Nou captcha
Iteration: 336 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 337 | Loss: -0.1171875 | Current Suffix: CG Nou captcha
Iteration: 338 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 339 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 340 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 341 | Loss: -0.12109375 | Current Suffix: Telecom Nou captcha
Iteration: 342 | Loss: -0.12109375 | Current Suffix: 1955 Nou captcha
Iteration: 343 | Loss: -0.14453125 | Current Suffix: Tan Nou captcha
Iteration: 344 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 345 | Loss: -0.09765625 | Current Suffix:aiman Nou captcha
Iteration: 346 | Loss: -0.11328125 | Current Suffix: Gutenberg Nou captcha
Iteration: 347 | Loss: -0.14453125 | Current Suffix: Kyoto Nou captcha
Iteration: 348 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 349 | Loss: -0.10546875 | Current Suffix: Caucasian Nou captcha
Iteration: 350 | Loss: -0.09375 | Current Suffix: basement Nou captcha
Iteration: 351 | Loss: -0.09375 | Current Suffix:olulu Nou captcha
Iteration: 352 | Loss: -0.12109375 | Current Suffix: Kik Nou captcha
Iteration: 353 | Loss: -0.11328125 | Current Suffix: Anchorage Nou captcha
Iteration: 354 | Loss: -0.16015625 | Current Suffix: ESA Nou captcha
Iteration: 355 | Loss: -0.1171875 | Current Suffix: Smithsonian Nou captcha
Iteration: 356 | Loss: -0.11328125 | Current Suffix:idia Nou captcha
Iteration: 357 | Loss: -0.12890625 | Current Suffix: Mansion Nou captcha
Iteration: 358 | Loss: -0.08203125 | Current Suffix: Mahjong Nou captcha
Iteration: 359 | Loss: -0.12890625 | Current Suffix: Mansion Nou captcha
Iteration: 360 | Loss: -0.10546875 | Current Suffix:amiya Nou captcha
Iteration: 361 | Loss: -0.14453125 | Current Suffix: Kyoto Nou captcha
Iteration: 362 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 363 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 364 | Loss: -0.1171875 | Current Suffix: CG Nou captcha
Iteration: 365 | Loss: -0.12890625 | Current Suffix: Fuji Nou captcha
Iteration: 366 | Loss: -0.125 | Current Suffix: DOJ Nou captcha
Iteration: 367 | Loss: -0.13671875 | Current Suffix: Alps Nou captcha
Iteration: 368 | Loss: -0.1015625 | Current Suffix:hani Nou captcha
Iteration: 369 | Loss: -0.13671875 | Current Suffix: 1931 Nou captcha
Iteration: 370 | Loss: -0.12109375 | Current Suffix: Micro Nou captcha
Iteration: 371 | Loss: -0.1328125 | Current Suffix: 1951 Nou captcha
Iteration: 372 | Loss: -0.14453125 | Current Suffix: Springer Nou captcha
Iteration: 373 | Loss: -0.1015625 | Current Suffix:ansson Nou captcha
Iteration: 374 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 375 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 376 | Loss: -0.15234375 | Current Suffix: Univ Nou captcha
Iteration: 377 | Loss: -0.1171875 | Current Suffix: Smithsonian Nou captcha
Iteration: 378 | Loss: -0.12109375 | Current Suffix:vision Nou captcha
Iteration: 379 | Loss: -0.12109375 | Current Suffix: Nikon Nou captcha
Iteration: 380 | Loss: -0.11328125 | Current Suffix:Lago Nou captcha
Iteration: 381 | Loss: -0.16015625 | Current Suffix:State Nou captcha
Iteration: 382 | Loss: -0.10546875 | Current Suffix:zyk Nou captcha
Iteration: 383 | Loss: -0.1171875 | Current Suffix: Smithsonian Nou captcha
Iteration: 384 | Loss: -0.12109375 | Current Suffix:vision Nou captcha
Iteration: 385 | Loss: -0.10546875 | Current Suffix:ulton Nou captcha
Iteration: 386 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 387 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 388 | Loss: -0.1328125 | Current Suffix: sci Nou captcha
Iteration: 389 | Loss: -0.15234375 | Current Suffix: Univ Nou captcha
Iteration: 390 | Loss: -0.1171875 | Current Suffix: Smithsonian Nou captcha
Iteration: 391 | Loss: -0.10546875 | Current Suffix:onet Nou captcha
Iteration: 392 | Loss: -0.1328125 | Current Suffix: Leica Nou captcha
Iteration: 393 | Loss: -0.12890625 | Current Suffix: synagogue Nou captcha
Iteration: 394 | Loss: -0.12109375 | Current Suffix: Telecom Nou captcha
Iteration: 395 | Loss: -0.125 | Current Suffix: 1944 Nou captcha
Iteration: 396 | Loss: -0.14453125 | Current Suffix: Springer Nou captcha
Iteration: 397 | Loss: -0.12890625 | Current Suffix:Net Nou captcha
Iteration: 398 | Loss: -0.12890625 | Current Suffix: Qing Nou captcha
Iteration: 399 | Loss: -0.11328125 | Current Suffix: 2100 Nou captcha
Iteration: 400 | Loss: -0.12890625 | Current Suffix: Qing Nou captcha
Iteration: 401 | Loss: -0.11328125 | Current Suffix: FDR Nou captcha
Iteration: 402 | Loss: -0.12890625 | Current Suffix: Qing Nou captcha
Iteration: 403 | Loss: -0.11328125 | Current Suffix: FDR Nou captcha
Iteration: 404 | Loss: -0.13671875 | Current Suffix: Claus Nou captcha
Iteration: 405 | Loss: -0.11328125 | Current Suffix: Archangel Nou captcha
Iteration: 406 | Loss: -0.11328125 | Current Suffix: Trance Nou captcha
Iteration: 407 | Loss: -0.125 | Current Suffix: Neutral Nou captcha
Iteration: 408 | Loss: -0.11328125 | Current Suffix: Trance Nou captcha
Iteration: 409 | Loss: -0.125 | Current Suffix: Neutral Nou captcha
Iteration: 410 | Loss: -0.1171875 | Current Suffix: Kirin Nou captcha
Iteration: 411 | Loss: -0.09375 | Current Suffix: Aki Nou captcha
Iteration: 412 | Loss: -0.14453125 | Current Suffix: Kyoto Nou captcha
Iteration: 413 | Loss: -0.109375 | Current Suffix: 1942 Nou captcha
Iteration: 414 | Loss: -0.14453125 | Current Suffix: Springer Nou captcha
Iteration: 415 | Loss: -0.1015625 | Current Suffix:jiang Nou captcha
Iteration: 416 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 417 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 418 | Loss: -0.12890625 | Current Suffix: anthology Nou captcha
Iteration: 419 | Loss: -0.203125 | Current Suffix: Gent Nou captcha
Iteration: 420 | Loss: -0.15625 | Current Suffix: Libre Nou captcha
Iteration: 421 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 422 | Loss: -0.12109375 | Current Suffix: kan Nou captcha
Iteration: 423 | Loss: -0.1328125 | Current Suffix: Axis Nou captcha
Iteration: 424 | Loss: -0.09765625 | Current Suffix: Oriental Nou captcha
Iteration: 425 | Loss: -0.12109375 | Current Suffix: Tun Nou captcha
Iteration: 426 | Loss: -0.12890625 | Current Suffix: Mansion Nou captcha
Iteration: 427 | Loss: -0.08984375 | Current Suffix: Mansion Juda captcha
Iteration: 428 | Loss: -0.125 | Current Suffix: Ital Juda captcha
Iteration: 429 | Loss: -0.125 | Current Suffix: ItalControl captcha
Iteration: 430 | Loss: -0.14453125 | Current Suffix: Italvana captcha
Iteration: 431 | Loss: -0.1875 | Current Suffix: ItalRFC captcha
Iteration: 432 | Loss: -0.16796875 | Current Suffix: Ital callback captcha
Iteration: 433 | Loss: -0.1875 | Current Suffix: ItalRFC captcha
Iteration: 434 | Loss: -0.16796875 | Current Suffix: Ital callback captcha
Iteration: 435 | Loss: -0.1875 | Current Suffix: ItalRFC captcha
Iteration: 436 | Loss: -0.16796875 | Current Suffix: Ital callback captcha
Iteration: 437 | Loss: -0.1640625 | Current Suffix: Italersive captcha
Iteration: 438 | Loss: -0.12109375 | Current Suffix: Italhiba captcha
Iteration: 439 | Loss: -0.15625 | Current Suffix: Italwikipedia captcha
Iteration: 440 | Loss: -0.125 | Current Suffix: Ital JPMorgan captcha
Iteration: 441 | Loss: -0.140625 | Current Suffix: Ital caller captcha
Iteration: 442 | Loss: -0.14453125 | Current Suffix: Ital bourgeois captcha
Iteration: 443 | Loss: -0.125 | Current Suffix: Ital Bluetooth captcha
Iteration: 444 | Loss: -0.12109375 | Current Suffix: Ital pamph captcha
Iteration: 445 | Loss: -0.12890625 | Current Suffix: ItalIRO captcha
Iteration: 446 | Loss: -0.15234375 | Current Suffix: Ital MSNBC captcha
Iteration: 447 | Loss: -0.13671875 | Current Suffix: Ital Defendant captcha
Iteration: 448 | Loss: -0.13671875 | Current Suffix: pac Defendant captcha
Iteration: 449 | Loss: -0.08984375 | Current Suffix: neigh Defendant captcha
Iteration: 450 | Loss: -0.10546875 | Current Suffix: neighSPONSORED captcha
Iteration: 451 | Loss: -0.15625 | Current Suffix: LithuaniaSPONSORED captcha
Iteration: 452 | Loss: -0.1484375 | Current Suffix: LithuaniaSAN captcha
Iteration: 453 | Loss: -0.11328125 | Current Suffix:enhagenSAN captcha
Iteration: 454 | Loss: -0.14453125 | Current Suffix: RomaniaSAN captcha
Iteration: 455 | Loss: -0.15625 | Current Suffix: PaiSAN captcha
Iteration: 456 | Loss: -0.140625 | Current Suffix: Paiorsi captcha
Iteration: 457 | Loss: -0.09375 | Current Suffix: PaiScient captcha
Iteration: 458 | Loss: -0.1015625 | Current Suffix: Pai Municip captcha
Iteration: 459 | Loss: -0.13671875 | Current Suffix: Pai Said captcha
Iteration: 460 | Loss: -0.10546875 | Current Suffix: PaiPower captcha
Iteration: 461 | Loss: -0.1015625 | Current Suffix: Pai Instructor captcha
Iteration: 462 | Loss: -0.09765625 | Current Suffix: Pai Ning captcha
Iteration: 463 | Loss: -0.1015625 | Current Suffix: Pai Xie captcha
Iteration: 464 | Loss: -0.0859375 | Current Suffix: PaiNR captcha
Iteration: 465 | Loss: -0.140625 | Current Suffix: Paiorsi captcha
Iteration: 466 | Loss: -0.09375 | Current Suffix: PaiScient captcha
Iteration: 467 | Loss: -0.09765625 | Current Suffix: Pai Defendant captcha
Iteration: 468 | Loss: -0.140625 | Current Suffix: Paiorsi captcha
Iteration: 469 | Loss: -0.08984375 | Current Suffix: Pai Demonic captcha
Iteration: 470 | Loss: -0.10546875 | Current Suffix: Mei Demonic captcha
Iteration: 471 | Loss: -0.0546875 | Current Suffix:oki Demonic captcha
Iteration: 472 | Loss: -0.08203125 | Current Suffix: Kinnikuman Demonic captcha
Iteration: 473 | Loss: -0.09765625 | Current Suffix:chid Demonic captcha
Iteration: 474 | Loss: -0.109375 | Current Suffix:cms Demonic captcha
Iteration: 475 | Loss: -0.08984375 | Current Suffix: Elm Demonic captcha
Iteration: 476 | Loss: -0.078125 | Current Suffix: Elmensation captcha
Iteration: 477 | Loss: -0.09765625 | Current Suffix: Elmcdn captcha
Iteration: 478 | Loss: -0.09375 | Current Suffix: Elm Tsukuyomi captcha
Iteration: 479 | Loss: -0.09765625 | Current Suffix: Alibaba Tsukuyomi captcha
Iteration: 480 | Loss: -0.09765625 | Current Suffix: Loft Tsukuyomi captcha
Iteration: 481 | Loss: -0.109375 | Current Suffix: Loftutorial captcha
Iteration: 482 | Loss: -0.13671875 | Current Suffix: Occupationsutorial captcha
Iteration: 483 | Loss: -0.078125 | Current Suffix: Occupations Indones captcha
Iteration: 484 | Loss: -0.0859375 | Current Suffix: OccupationsERC captcha
Iteration: 485 | Loss: -0.11328125 | Current Suffix: RequirementsERC captcha
Iteration: 486 | Loss: -0.078125 | Current Suffix: PriestERC captcha
Iteration: 487 | Loss: -0.09765625 | Current Suffix: Priestocon captcha
Iteration: 488 | Loss: -0.09765625 | Current Suffix: Coulterocon captcha
Iteration: 489 | Loss: -0.125 | Current Suffix: CoulterSAN captcha
Iteration: 490 | Loss: -0.11328125 | Current Suffix: NareSAN captcha
Iteration: 491 | Loss: -0.11328125 | Current Suffix: EngelSAN captcha
Iteration: 492 | Loss: -0.1171875 | Current Suffix: JiangSAN captcha
Iteration: 493 | Loss: -0.1328125 | Current Suffix: GoodwinSAN captcha
Iteration: 494 | Loss: -0.11328125 | Current Suffix: MnSAN captcha
Iteration: 495 | Loss: -0.12109375 | Current Suffix: SunderSAN captcha
Iteration: 496 | Loss: -0.11328125 | Current Suffix: MnSAN captcha
Iteration: 497 | Loss: -0.109375 | Current Suffix: kanSAN captcha
Iteration: 498 | Loss: -0.1328125 | Current Suffix: FriedmanSAN captcha
Iteration: 499 | Loss: -0.10546875 | Current Suffix: Friedman COURT captcha
