Iteration: 0 | Loss: -0.15234375 | Current Suffix:*/!!!!!!!! 
Iteration: 369 | Loss: -0.3125 | Current Suffix: Vor footnote captcha
Iteration: 370 | Loss: -0.21875 | Current Suffix:ajo footnote captcha
Iteration: 371 | Loss: -0.2265625 | Current Suffix: zoom footnote captcha
Iteration: 372 | Loss: -0.2734375 | Current Suffix: Beam footnote captcha
Iteration: 373 | Loss: -0.2265625 | Current Suffix:rices footnote captcha
Iteration: 374 | Loss: -0.203125 | Current Suffix:Tile footnote captcha
Iteration: 375 | Loss: -0.2578125 | Current Suffix: Achievements footnote captcha
Iteration: 376 | Loss: -0.28125 | Current Suffix: Appearance footnote captcha
Iteration: 377 | Loss: -0.28515625 | Current Suffix: Romero footnote captcha
Iteration: 378 | Loss: -0.28125 | Current Suffix: redesign footnote captcha
Iteration: 379 | Loss: -0.2734375 | Current Suffix: Gut footnote captcha
Iteration: 380 | Loss: -0.23046875 | Current Suffix: Mellon footnote captcha
Iteration: 381 | Loss: -0.2265625 | Current Suffix:ingu footnote captcha
Iteration: 382 | Loss: -0.2578125 | Current Suffix: Phase footnote captcha
Iteration: 383 | Loss: -0.2734375 | Current Suffix:iform footnote captcha
Iteration: 384 | Loss: -0.2421875 | Current Suffix: Springer footnote captcha
Iteration: 385 | Loss: -0.2578125 | Current Suffix:Net footnote captcha
Iteration: 386 | Loss: -0.2265625 | Current Suffix:ingu footnote captcha
Iteration: 387 | Loss: -0.2578125 | Current Suffix: Phase footnote captcha
Iteration: 388 | Loss: -0.2421875 | Current Suffix:insky footnote captcha
Iteration: 389 | Loss: -0.3359375 | Current Suffix: Publication footnote captcha
Iteration: 390 | Loss: -0.2265625 | Current Suffix:ingu footnote captcha
Iteration: 391 | Loss: -0.2578125 | Current Suffix: Phase footnote captcha
Iteration: 392 | Loss: -0.265625 | Current Suffix:ogl footnote captcha
Iteration: 393 | Loss: -0.22265625 | Current Suffix: Pattern footnote captcha
Iteration: 394 | Loss: -0.234375 | Current Suffix:letal footnote captcha
Iteration: 395 | Loss: -0.25 | Current Suffix: Hess footnote captcha
Iteration: 396 | Loss: -0.234375 | Current Suffix:letal footnote captcha
Iteration: 397 | Loss: -0.25 | Current Suffix: Hess footnote captcha
Iteration: 398 | Loss: -0.22265625 | Current Suffix: Pattern footnote captcha
Iteration: 399 | Loss: -0.28125 | Current Suffix: Cla footnote captcha
Iteration: 400 | Loss: -0.22265625 | Current Suffix: Pattern footnote captcha
Iteration: 401 | Loss: -0.28125 | Current Suffix: Cla footnote captcha
Iteration: 402 | Loss: -0.234375 | Current Suffix:letal footnote captcha
Iteration: 403 | Loss: -0.25 | Current Suffix: Hess footnote captcha
Iteration: 404 | Loss: -0.26953125 | Current Suffix: Bulgar footnote captcha
Iteration: 405 | Loss: -0.28515625 | Current Suffix: Romero footnote captcha
Iteration: 406 | Loss: -0.3359375 | Current Suffix: Publication footnote captcha
Iteration: 407 | Loss: -0.22265625 | Current Suffix: Pattern footnote captcha
Iteration: 408 | Loss: -0.296875 | Current Suffix: Foley footnote captcha
Iteration: 409 | Loss: -0.2421875 | Current Suffix: Olsen footnote captcha
Iteration: 410 | Loss: -0.234375 | Current Suffix:tml footnote captcha
Iteration: 411 | Loss: -0.3046875 | Current Suffix: McKay footnote captcha
Iteration: 412 | Loss: -0.2734375 | Current Suffix:iform footnote captcha
Iteration: 413 | Loss: -0.2578125 | Current Suffix: Phase footnote captcha
Iteration: 414 | Loss: -0.265625 | Current Suffix:ogl footnote captcha
Iteration: 415 | Loss: -0.28125 | Current Suffix:odes footnote captcha
Iteration: 416 | Loss: -0.3125 | Current Suffix:ouri footnote captcha
Iteration: 417 | Loss: -0.2734375 | Current Suffix: Shap footnote captcha
Iteration: 418 | Loss: -0.23828125 | Current Suffix: Sutton footnote captcha
Iteration: 419 | Loss: -0.2734375 | Current Suffix: pseud footnote captcha
Iteration: 420 | Loss: -0.3125 | Current Suffix: Vor footnote captcha
Iteration: 421 | Loss: -0.21875 | Current Suffix:ajo footnote captcha
Iteration: 422 | Loss: -0.2421875 | Current Suffix: Springer footnote captcha
Iteration: 423 | Loss: -0.296875 | Current Suffix: Graves footnote captcha
Iteration: 424 | Loss: -0.26953125 | Current Suffix:acers footnote captcha
Iteration: 425 | Loss: -0.2421875 | Current Suffix:acers testify captcha
Iteration: 426 | Loss: -0.25 | Current Suffix: Sina testify captcha
Iteration: 427 | Loss: -0.28125 | Current Suffix: explorer testify captcha
Iteration: 428 | Loss: -0.3203125 | Current Suffix: scroll testify captcha
Iteration: 429 | Loss: -0.2578125 | Current Suffix: subtitle testify captcha
Iteration: 430 | Loss: -0.3828125 | Current Suffix: words testify captcha
Iteration: 431 | Loss: -0.26953125 | Current Suffix: Sov testify captcha
Iteration: 432 | Loss: -0.2421875 | Current Suffix: decimal testify captcha
Iteration: 433 | Loss: -0.2421875 | Current Suffix:vier testify captcha
Iteration: 434 | Loss: -0.46875 | Current Suffix: Publication testify captcha
Iteration: 435 | Loss: -0.28125 | Current Suffix:grades testify captcha
Iteration: 436 | Loss: -0.3125 | Current Suffix: scripture testify captcha
Iteration: 437 | Loss: -0.296875 | Current Suffix: Frankenstein testify captcha
Iteration: 438 | Loss: -0.25 | Current Suffix: lull testify captcha
Iteration: 439 | Loss: -0.3125 | Current Suffix: scripture testify captcha
Iteration: 440 | Loss: -0.26953125 | Current Suffix: leaflets testify captcha
Iteration: 441 | Loss: -0.3359375 | Current Suffix: mant testify captcha
Iteration: 442 | Loss: -0.2578125 | Current Suffix: subtitle testify captcha
Iteration: 443 | Loss: -0.328125 | Current Suffix:words testify captcha
Iteration: 444 | Loss: -0.21875 | Current Suffix: Antiqu testify captcha
Iteration: 445 | Loss: -0.328125 | Current Suffix:ibli testify captcha
Iteration: 446 | Loss: -0.25 | Current Suffix: verses testify captcha
Iteration: 447 | Loss: -0.25 | Current Suffix: excel testify captcha
Iteration: 448 | Loss: -0.2890625 | Current Suffix: preserves testify captcha
Iteration: 449 | Loss: -0.2734375 | Current Suffix: Radiant testify captcha
Iteration: 450 | Loss: -0.3359375 | Current Suffix: pict testify captcha
Iteration: 451 | Loss: -0.25 | Current Suffix: lull testify captcha
Iteration: 452 | Loss: -0.2734375 | Current Suffix: Radiant testify captcha
Iteration: 453 | Loss: -0.296875 | Current Suffix: tongues testify captcha
Iteration: 454 | Loss: -0.46875 | Current Suffix: Publication testify captcha
Iteration: 455 | Loss: -0.28125 | Current Suffix:grades testify captcha
Iteration: 456 | Loss: -0.3125 | Current Suffix: scripture testify captcha
Iteration: 457 | Loss: -0.28125 | Current Suffix: Colour testify captcha
Iteration: 458 | Loss: -0.2890625 | Current Suffix: subtitles testify captcha
Iteration: 459 | Loss: -0.296875 | Current Suffix: scan testify captcha
Iteration: 460 | Loss: -0.2734375 | Current Suffix:igers testify captcha
Iteration: 461 | Loss: -0.375 | Current Suffix: stamped testify captcha
Iteration: 462 | Loss: -0.2421875 | Current Suffix: pyramid testify captcha
Iteration: 463 | Loss: -0.296875 | Current Suffix:rices testify captcha
Iteration: 464 | Loss: -0.2578125 | Current Suffix: reconstruction testify captcha
Iteration: 465 | Loss: -0.28515625 | Current Suffix: extraord testify captcha
Iteration: 466 | Loss: -0.203125 | Current Suffix: arrang testify captcha
Iteration: 467 | Loss: -0.234375 | Current Suffix: neutron testify captcha
Iteration: 468 | Loss: -0.2734375 | Current Suffix: curl testify captcha
Iteration: 469 | Loss: -0.2578125 | Current Suffix: servic testify captcha
Iteration: 470 | Loss: -0.2265625 | Current Suffix: incorpor testify captcha
Iteration: 471 | Loss: -0.2734375 | Current Suffix: blend testify captcha
Iteration: 472 | Loss: -0.25 | Current Suffix: lull testify captcha
Iteration: 473 | Loss: -0.3125 | Current Suffix: scripture testify captcha
Iteration: 474 | Loss: -0.296875 | Current Suffix: Frankenstein testify captcha
Iteration: 475 | Loss: -0.265625 | Current Suffix:saw testify captcha
Iteration: 476 | Loss: -0.21875 | Current Suffix: comprom testify captcha
Iteration: 477 | Loss: -0.234375 | Current Suffix: mosaic testify captcha
Iteration: 478 | Loss: -0.22265625 | Current Suffix:prises testify captcha
Iteration: 479 | Loss: -0.2421875 | Current Suffix: Afgh testify captcha
Iteration: 480 | Loss: -0.296875 | Current Suffix: asses testify captcha
Iteration: 481 | Loss: -0.3046875 | Current Suffix:aret testify captcha
Iteration: 482 | Loss: -0.2734375 | Current Suffix: proclamation testify captcha
Iteration: 483 | Loss: -0.3046875 | Current Suffix: congregation testify captcha
Iteration: 484 | Loss: -0.234375 | Current Suffix: experimented testify captcha
Iteration: 485 | Loss: -0.46875 | Current Suffix: Publication testify captcha
Iteration: 486 | Loss: -0.28125 | Current Suffix:grades testify captcha
Iteration: 487 | Loss: -0.296875 | Current Suffix: vig testify captcha
Iteration: 488 | Loss: -0.46875 | Current Suffix: Publication testify captcha
Iteration: 489 | Loss: -0.296875 | Current Suffix: tongues testify captcha
Iteration: 490 | Loss: -0.2734375 | Current Suffix:liga testify captcha
Iteration: 491 | Loss: -0.34375 | Current Suffix:liga sang captcha
Iteration: 492 | Loss: -0.1796875 | Current Suffix:liga merged captcha
Iteration: 493 | Loss: -0.1953125 | Current Suffix:liga cheered captcha
Iteration: 494 | Loss: -0.20703125 | Current Suffix: rated cheered captcha
Iteration: 495 | Loss: -0.234375 | Current Suffix: tied cheered captcha
Iteration: 496 | Loss: -0.16015625 | Current Suffix: paid cheered captcha
Iteration: 497 | Loss: -0.2109375 | Current Suffix: Intercept cheered captcha
Iteration: 498 | Loss: -0.1796875 | Current Suffix: Median cheered captcha
Iteration: 499 | Loss: -0.234375 | Current Suffix: Median sued captcha
Iteration: 0 | Loss: -0.0546875 | Current Suffix:!!!!! le!!! 
Iteration: 1 | Loss: -0.1171875 | Current Suffix:!!!!! le!!!cos
Iteration: 2 | Loss: -0.1171875 | Current Suffix:!!!!! le!!!iband
Iteration: 3 | Loss: -0.1484375 | Current Suffix:!!!!! le caucusiband
Iteration: 4 | Loss: -0.1484375 | Current Suffix:!!!!! le Cheroiband
Iteration: 5 | Loss: -0.1640625 | Current Suffix:!!!!! le Chero Valley
Iteration: 0 | Loss: -0.0546875 | Current Suffix:!!!!! le!!! 
Iteration: 1 | Loss: -0.1171875 | Current Suffix:!!!!! le!!!cos
Iteration: 2 | Loss: -0.1171875 | Current Suffix:!!!!! le!!!iband
Iteration: 3 | Loss: -0.1484375 | Current Suffix:!!!!! le caucusiband
Iteration: 4 | Loss: -0.1484375 | Current Suffix:!!!!! le Cheroiband
Iteration: 5 | Loss: -0.1640625 | Current Suffix:!!!!! le Chero Valley
Iteration: 6 | Loss: -0.1953125 | Current Suffix: Brave le Chero Valley
Iteration: 7 | Loss: -0.2734375 | Current Suffix: Brave le Occupy Valley
Iteration: 8 | Loss: -0.3203125 | Current Suffix: Middle le Occupy Valley
Iteration: 9 | Loss: -0.2734375 | Current Suffix: Middle le arrivals Valley
Iteration: 10 | Loss: -0.3046875 | Current Suffix: Middle le arrivalsLabor
Iteration: 11 | Loss: -0.3984375 | Current Suffix: Middle le arrivals CBD
Iteration: 12 | Loss: -0.4375 | Current Suffix: Middle le arrivals warmer
Iteration: 13 | Loss: -0.4296875 | Current Suffix: Middle le arrivals baggage
Iteration: 14 | Loss: -0.3125 | Current Suffix: Middle le Indones baggage
Iteration: 15 | Loss: -0.34375 | Current Suffix: Everyday le Indones baggage
Iteration: 16 | Loss: -0.3828125 | Current Suffix: Everyday le inspect baggage
Iteration: 17 | Loss: -0.2734375 | Current Suffix: chic le inspect baggage
Iteration: 18 | Loss: -0.2890625 | Current Suffix: chic calib inspect baggage
Iteration: 19 | Loss: -0.2734375 | Current Suffix: Guer calib inspect baggage
Iteration: 20 | Loss: -0.375 | Current Suffix: Guer nour inspect baggage
Iteration: 21 | Loss: -0.234375 | Current Suffix: Brow nour inspect baggage
Iteration: 22 | Loss: -0.1796875 | Current Suffix: Churches nour inspect baggage
Iteration: 23 | Loss: -0.265625 | Current Suffix: Churches advers inspect baggage
Iteration: 24 | Loss: -0.203125 | Current Suffix: Churches prin inspect baggage
Iteration: 25 | Loss: -0.25 | Current Suffix: Churches sovere inspect baggage
Iteration: 26 | Loss: -0.296875 | Current Suffix: Wy sovere inspect baggage
Iteration: 27 | Loss: -0.265625 | Current Suffix:bedroom sovere inspect baggage
Iteration: 28 | Loss: -0.25 | Current Suffix: Estate sovere inspect baggage
Iteration: 29 | Loss: -0.2421875 | Current Suffix: flashy sovere inspect baggage
Iteration: 30 | Loss: -0.296875 | Current Suffix: flashy sovere inspect bus
Iteration: 31 | Loss: -0.25 | Current Suffix: flashy sovere inspect suspension
Iteration: 32 | Loss: -0.265625 | Current Suffix: flashy sovere inspect pedest
Iteration: 33 | Loss: -0.2265625 | Current Suffix: flashy sovere inspect Flake
Iteration: 34 | Loss: -0.1875 | Current Suffix: flashy sovere inspect canoe
Iteration: 35 | Loss: -0.1796875 | Current Suffix: flashy sovere inspectVPN
Iteration: 36 | Loss: -0.203125 | Current Suffix: Bulk sovere inspectVPN
Iteration: 37 | Loss: -0.2890625 | Current Suffix: Bulk sovere inspect Bots
Iteration: 38 | Loss: -0.390625 | Current Suffix: Bulk sovere developmental Bots
Iteration: 39 | Loss: -0.375 | Current Suffix: Bulk sovere overarching Bots
Iteration: 40 | Loss: -0.3984375 | Current Suffix: Spending sovere overarching Bots
Iteration: 41 | Loss: -0.328125 | Current Suffix: IPCC sovere overarching Bots
Iteration: 42 | Loss: -0.4140625 | Current Suffix:udget sovere overarching Bots
Iteration: 43 | Loss: -0.390625 | Current Suffix: coerc sovere overarching Bots
Iteration: 44 | Loss: -0.359375 | Current Suffix: Balanced sovere overarching Bots
Iteration: 45 | Loss: -0.3125 | Current Suffix: Cod sovere overarching Bots
Iteration: 46 | Loss: -0.359375 | Current Suffix: GMOs sovere overarching Bots
Iteration: 47 | Loss: -0.3828125 | Current Suffix: GMOs sovere voluntary Bots
Iteration: 48 | Loss: -0.453125 | Current Suffix: broadcasting sovere voluntary Bots
Iteration: 49 | Loss: -0.4921875 | Current Suffix: arbitration sovere voluntary Bots
Iteration: 50 | Loss: -0.5234375 | Current Suffix: reconcile sovere voluntary Bots
Iteration: 51 | Loss: -0.2734375 | Current Suffix: moderates sovere voluntary Bots
Iteration: 52 | Loss: -0.59375 | Current Suffix: legislation sovere voluntary Bots
Iteration: 53 | Loss: -0.4921875 | Current Suffix: arbitration sovere voluntary Bots
Iteration: 54 | Loss: -0.3046875 | Current Suffix: prescribe sovere voluntary Bots
Iteration: 55 | Loss: -0.453125 | Current Suffix: overriding sovere voluntary Bots
Iteration: 56 | Loss: -0.296875 | Current Suffix: bred sovere voluntary Bots
Iteration: 57 | Loss: -0.46875 | Current Suffix: framing sovere voluntary Bots
Iteration: 58 | Loss: -0.4140625 | Current Suffix: Court sovere voluntary Bots
Iteration: 59 | Loss: -0.3984375 | Current Suffix: Court roy voluntary Bots
Iteration: 60 | Loss: -0.3203125 | Current Suffix: Maduro roy voluntary Bots
Iteration: 61 | Loss: -0.46875 | Current Suffix: Pyongyang roy voluntary Bots
Iteration: 62 | Loss: -0.515625 | Current Suffix: negotiations roy voluntary Bots
Iteration: 63 | Loss: -0.515625 | Current Suffix: vetoed roy voluntary Bots
Iteration: 64 | Loss: -0.3828125 | Current Suffix:enegger roy voluntary Bots
Iteration: 65 | Loss: -0.421875 | Current Suffix: Act roy voluntary Bots
Iteration: 66 | Loss: -0.4609375 | Current Suffix: Act roy income Bots
Iteration: 67 | Loss: -0.3984375 | Current Suffix: Act roy incomeograms
Iteration: 68 | Loss: -0.34375 | Current Suffix: Act roy revenueograms
Iteration: 69 | Loss: -0.4453125 | Current Suffix: Act roy dataograms
Iteration: 70 | Loss: -0.4453125 | Current Suffix: Act roy data illiter
Iteration: 71 | Loss: -0.28125 | Current Suffix:ochemistry roy data illiter
Iteration: 72 | Loss: -0.390625 | Current Suffix: nap roy data illiter
Iteration: 73 | Loss: -0.3984375 | Current Suffix:idays roy data illiter
Iteration: 74 | Loss: -0.515625 | Current Suffix: Premiere roy data illiter
Iteration: 75 | Loss: -0.4140625 | Current Suffix: Premiere roy data supers
Iteration: 76 | Loss: -0.4453125 | Current Suffix: Premiere roy data whites
Iteration: 77 | Loss: -0.4453125 | Current Suffix: Premiere roy data inver
Iteration: 78 | Loss: -0.4296875 | Current Suffix: Premiere roy data disag
Iteration: 79 | Loss: -0.4375 | Current Suffix: Premiere roy data discounts
Iteration: 80 | Loss: -0.453125 | Current Suffix: Premiere roy data assemblies
Iteration: 81 | Loss: -0.3984375 | Current Suffix: Premiere roy data unic
Iteration: 82 | Loss: -0.4140625 | Current Suffix: Premiere roy data fractions
Iteration: 83 | Loss: -0.359375 | Current Suffix: Premiere roy data external
Iteration: 84 | Loss: -0.3671875 | Current Suffix: Premiere roy data subclass
Iteration: 85 | Loss: -0.453125 | Current Suffix: Premiere roy data calibr
Iteration: 86 | Loss: -0.40625 | Current Suffix: Premiere roy data auction
Iteration: 87 | Loss: -0.453125 | Current Suffix: Premiere roy data calibr
Iteration: 88 | Loss: -0.390625 | Current Suffix: Premiere roy data upload
Iteration: 89 | Loss: -0.390625 | Current Suffix: Premiere roy data events
Iteration: 90 | Loss: -0.4453125 | Current Suffix: Premiere roy data banks
Iteration: 91 | Loss: -0.4140625 | Current Suffix: Premiere roy artwork banks
Iteration: 92 | Loss: -0.3828125 | Current Suffix: Premiere roy text banks
Iteration: 93 | Loss: -0.3828125 | Current Suffix: Premiere roy intuitive banks
Iteration: 94 | Loss: -0.4375 | Current Suffix: Premiere roy IDE banks
Iteration: 95 | Loss: -0.4765625 | Current Suffix: Premiere roy IDE hot
Iteration: 96 | Loss: -0.328125 | Current Suffix: Premiere roy mansion hot
Iteration: 97 | Loss: -0.375 | Current Suffix: Premiere roy mansion sod
Iteration: 98 | Loss: -0.41796875 | Current Suffix: Premiere roy mansionaminer
Iteration: 99 | Loss: -0.3203125 | Current Suffix: Premiere roy mansionlink
Iteration: 100 | Loss: -0.3984375 | Current Suffix: Premiere roy mansionstation
Iteration: 101 | Loss: -0.35546875 | Current Suffix: Premiere roy mansion1900
Iteration: 102 | Loss: -0.40625 | Current Suffix: Premiere roy mansion carn
Iteration: 103 | Loss: -0.3203125 | Current Suffix: Premiere roy mansion plaza
Iteration: 104 | Loss: -0.546875 | Current Suffix: Premiere roy mansion Earthqu
Iteration: 105 | Loss: -0.40625 | Current Suffix: Premiere roy memos Earthqu
Iteration: 106 | Loss: -0.421875 | Current Suffix: Premiere roy FBI Earthqu
Iteration: 107 | Loss: -0.4140625 | Current Suffix: Premiere roy probe Earthqu
Iteration: 108 | Loss: -0.359375 | Current Suffix: Premiere roy Mercury Earthqu
Iteration: 109 | Loss: -0.5 | Current Suffix: Premiere roy Mercury sevent
Iteration: 110 | Loss: -0.3359375 | Current Suffix: Mission roy Mercury sevent
Iteration: 111 | Loss: -0.3359375 | Current Suffix: Mission roy Mercury thirst
Iteration: 112 | Loss: -0.4140625 | Current Suffix: Mission roy Mercury aquarium
Iteration: 113 | Loss: -0.390625 | Current Suffix: Mission roy Mercury therm
Iteration: 114 | Loss: -0.453125 | Current Suffix: NOAA roy Mercury therm
Iteration: 115 | Loss: -0.609375 | Current Suffix: Guinness roy Mercury therm
Iteration: 116 | Loss: -0.59375 | Current Suffix: Guinness roy Mercury react
Iteration: 117 | Loss: -0.6640625 | Current Suffix: Guinness roy Mercury prote
Iteration: 118 | Loss: -0.9140625 | Current Suffix: Guinness roy Mercury flav
Iteration: 119 | Loss: -0.5234375 | Current Suffix: Guinness roy Mercury fav
Iteration: 120 | Loss: -0.4765625 | Current Suffix: Guinness roy Mercury dividends
Iteration: 121 | Loss: -0.546875 | Current Suffix: Guinness roy Mercury refin
Iteration: 122 | Loss: -0.546875 | Current Suffix: Guinness roy Mercury hypocr
Iteration: 123 | Loss: -0.734375 | Current Suffix: Guinness roy Mercury pear
Iteration: 124 | Loss: -0.8828125 | Current Suffix: Guinness roy Mercury lod
Iteration: 125 | Loss: -0.546875 | Current Suffix: Guinness roy Mercury devast
Iteration: 126 | Loss: -0.578125 | Current Suffix: Guinness roy Mercury separ
Iteration: 127 | Loss: -0.46875 | Current Suffix: Cruise roy Mercury separ
Iteration: 128 | Loss: -0.53125 | Current Suffix: Cruise roy Liberty separ
Iteration: 129 | Loss: -0.96875 | Current Suffix: Expedition roy Liberty separ
Iteration: 130 | Loss: -1.015625 | Current Suffix: Expedition roy Liberty decriminal
Iteration: 131 | Loss: -1.03125 | Current Suffix: Expedition roy Libertyophob
Iteration: 132 | Loss: -0.8515625 | Current Suffix: Expedition roy Liberty lux
Iteration: 133 | Loss: -0.9296875 | Current Suffix: Expedition roy Liberty backlog
Iteration: 134 | Loss: -1.0 | Current Suffix: Expedition roy Liberty res
Iteration: 135 | Loss: -0.9375 | Current Suffix: Expedition Godd Liberty res
Iteration: 136 | Loss: -0.7578125 | Current Suffix: cathedral Godd Liberty res
Iteration: 137 | Loss: -0.859375 | Current Suffix: cathedral splend Liberty res
Iteration: 138 | Loss: -1.5625 | Current Suffix: cathedral Statue Liberty res
Iteration: 139 | Loss: -4.18359375 | Current Suffix: cathedral Statue Liberty Talk
Iteration: 140 | Loss: -4.59765625 | Current Suffix: cathedral Statue Liberty Paladin
Iteration: 141 | Loss: -4.6953125 | Current Suffix: cathedral Statue Liberty outsourcing
Iteration: 142 | Loss: -5.1640625 | Current Suffix: cathedral Statue Liberty voucher
Iteration: 143 | Loss: -5.78125 | Current Suffix: cathedral Statue Liberty gambling
Iteration: 144 | Loss: -9.46875 | Current Suffix: praying Statue Liberty gambling
Iteration: 145 | Loss: -7.8125 | Current Suffix: praying Statue Liberty boosting
Iteration: 146 | Loss: -6.98046875 | Current Suffix: praying Statue Liberty crates
Iteration: 147 | Loss: -9.46875 | Current Suffix: praying Statue Liberty gambling
Iteration: 148 | Loss: -9.5703125 | Current Suffix: praying Statue Liberty optimistic
Iteration: 149 | Loss: -7.8125 | Current Suffix: praying Statue Libertyzos
Iteration: 150 | Loss: -7.82421875 | Current Suffix: praying Statue Liberty antidepressants
Iteration: 151 | Loss: -8.515625 | Current Suffix: praying Statue Liberty cigarettes
Iteration: 152 | Loss: -8.8125 | Current Suffix: praying Statue Liberty cookies
Iteration: 153 | Loss: -7.39453125 | Current Suffix: dreams Statue Liberty cookies
Iteration: 154 | Loss: -6.765625 | Current Suffix: dreams Statue Liberty crates
Iteration: 155 | Loss: -7.30078125 | Current Suffix: intimidate Statue Liberty crates
Iteration: 156 | Loss: -6.8671875 | Current Suffix: intimidate Statue Liberty access
Iteration: 157 | Loss: -6.234375 | Current Suffix: intimidate Statue Libertyarin
Iteration: 158 | Loss: -6.13671875 | Current Suffix: intimidate Statue Liberty mobility
Iteration: 159 | Loss: -9.5625 | Current Suffix: intimidate Statue Liberty fire
Iteration: 160 | Loss: -6.99609375 | Current Suffix: intimidate Statue Liberty distractions
Iteration: 161 | Loss: -6.19921875 | Current Suffix: intimidate Statue Liberty robes
Iteration: 162 | Loss: -5.9609375 | Current Suffix: intimidate Statue Liberty ration
Iteration: 163 | Loss: -9.734375 | Current Suffix: intimidate Statue Liberty patience
Iteration: 164 | Loss: -5.52734375 | Current Suffix: intimidate Statue Liberty Farming
Iteration: 165 | Loss: -8.1640625 | Current Suffix: intimidate Statue Liberty prehistoric
Iteration: 166 | Loss: -7.12109375 | Current Suffix: intimidate Statue Liberty Coliseum
Iteration: 167 | Loss: -6.0703125 | Current Suffix: intimidate Statue Liberty flashbacks
Iteration: 168 | Loss: -8.140625 | Current Suffix: disabled Statue Liberty flashbacks
Iteration: 169 | Loss: -9.625 | Current Suffix: disabled Statue Liberty fading
Iteration: 170 | Loss: -8.171875 | Current Suffix: disabled Statue Libertypacks
Iteration: 171 | Loss: -10.359375 | Current Suffix: disabled Statue Liberty Coliseum
Iteration: 172 | Loss: -8.4140625 | Current Suffix: disabled Statue Liberty Continent
Iteration: 173 | Loss: -8.6796875 | Current Suffix: disabled Statue Libertyighthouse
Iteration: 174 | Loss: -10.3515625 | Current Suffix: disabled Statue Liberty gradient
Iteration: 175 | Loss: -9.890625 | Current Suffix: extinguished Statue Liberty gradient
Iteration: 176 | Loss: -9.078125 | Current Suffix: extinguished Statue Liberty UFOs
Iteration: 177 | Loss: -9.59375 | Current Suffix: extinguished Statue Liberty tougher
Iteration: 178 | Loss: -9.078125 | Current Suffix: extinguished Statue Liberty UFOs
Iteration: 179 | Loss: -9.59375 | Current Suffix: extinguished Statue Liberty tougher
Iteration: 180 | Loss: -7.91015625 | Current Suffix: extinguished Statue Liberty undead
Iteration: 181 | Loss: -10.6640625 | Current Suffix: extinguished Statue Liberty sensitivity
Iteration: 182 | Loss: -8.6953125 | Current Suffix: spy Statue Liberty sensitivity
Iteration: 183 | Loss: -9.359375 | Current Suffix: spy Statue Liberty drones
Iteration: 184 | Loss: -8.765625 | Current Suffix: spy Statue Libertylings
Iteration: 185 | Loss: -8.6640625 | Current Suffix: spy Statue Liberty athletics
Iteration: 186 | Loss: -9.5859375 | Current Suffix: spy Statue Liberty gambling
Iteration: 187 | Loss: -9.375 | Current Suffix: spy Statue Liberty insurers
Iteration: 188 | Loss: -8.5703125 | Current Suffix: spy Statue Liberty friendships
Iteration: 189 | Loss: -7.34375 | Current Suffix: spy Statue Liberty businesses
Iteration: 190 | Loss: -10.265625 | Current Suffix: spy Statue Liberty education
Iteration: 191 | Loss: -9.109375 | Current Suffix: spy Statue Liberty bigotry
Iteration: 192 | Loss: -7.88671875 | Current Suffix: spy Statue Liberty narcotics
Iteration: 193 | Loss: -6.953125 | Current Suffix: spy Statue Liberty insanity
Iteration: 194 | Loss: -7.390625 | Current Suffix: spy Statue Liberty crates
Iteration: 195 | Loss: -9.53125 | Current Suffix: spy Statue Liberty condos
Iteration: 196 | Loss: -9.359375 | Current Suffix: spy Statue Liberty drones
Iteration: 197 | Loss: -8.4921875 | Current Suffix: spy Statue Libertyrals
Iteration: 198 | Loss: -9.453125 | Current Suffix: spy Statue Libertyigers
Iteration: 199 | Loss: -9.703125 | Current Suffix: spy Statue Liberty invaders
Iteration: 200 | Loss: -10.84375 | Current Suffix: spy Statue Liberty immigration
Iteration: 201 | Loss: -7.95703125 | Current Suffix: spy Statue Liberty universities
Iteration: 202 | Loss: -7.8515625 | Current Suffix: spy Statue Liberty colleges
Iteration: 203 | Loss: -8.8046875 | Current Suffix: spy Statue Liberty glaciers
Iteration: 204 | Loss: -9.546875 | Current Suffix: spy Statue Liberty giveaways
Iteration: 205 | Loss: -8.7890625 | Current Suffix: spy Statue Liberty animosity
Iteration: 206 | Loss: -6.4296875 | Current Suffix: spy Statue Libertyquest
Iteration: 207 | Loss: -8.4375 | Current Suffix: spy Statue Liberty shotguns
Iteration: 208 | Loss: -9.359375 | Current Suffix: spy Statue Liberty drones
Iteration: 209 | Loss: -8.4921875 | Current Suffix: spy Statue Libertyrals
Iteration: 210 | Loss: -9.703125 | Current Suffix: spy Statue Liberty invaders
Iteration: 211 | Loss: -10.84375 | Current Suffix: spy Statue Liberty immigration
Iteration: 212 | Loss: -5.7421875 | Current Suffix: spy Statue Liberty religions
Iteration: 213 | Loss: -7.953125 | Current Suffix: spy Statue Libertys
Iteration: 214 | Loss: -9.375 | Current Suffix: spy Statue Libertyisks
Iteration: 215 | Loss: -8.78125 | Current Suffix: spy Statue Liberty ridge
Iteration: 216 | Loss: -8.78125 | Current Suffix: spy Statue Liberty robots
Iteration: 217 | Loss: -8.6171875 | Current Suffix: spy Statue Liberty warriors
Iteration: 218 | Loss: -8.1953125 | Current Suffix: spy Statue Liberty darts
Iteration: 219 | Loss: -7.7578125 | Current Suffix: spy Statue Liberty Rifle
